"","name","type","count","clay","wall","grass","indoor","lights","proshop","latitude","longitude"
"1444","South Side Middle School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.6620033,-73.642859
"1445","Claridge House I","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.8312568,-74.2217231
"1446","Wyntre Brooke Apartments","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.0112473,-75.5916882
"1447","Laurel Hills Preserve","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.0000286,-84.5525944
"1448","Spivey Orchard Estates","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.5102518,-84.2991364
"1449","Braintree High School","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.2032253,-71.0182643
"1450","Cedar Villa Heights Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.1717105,-76.7943585
"1451","Henry Wilson Memorial School","Public",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.3921694,-71.0718548
"1452","Joe White Tennis Center","Public",20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,36.099247,-80.2633238
"1453","Bennington Woods","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.7383702,-78.7533045
"1454","Garrity Grove Park","Public",2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.1675625,-72.5871205
"1455","Webster Groves Tennis Center","Public",8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38.5766467,-90.3572595
"1456","Channel Islands Waterfront Homes","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.1743169,-119.2256284
"1457","Holbrook-Palmer Park","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,37.4616082,-122.191937
"1458","Stonewood Gardens","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.753598,-117.2196686
"1459","Sparks Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25.8773148,-80.3090394
"1460","Spanish Trace","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25.6852176,-80.3674793
"1461","Sierra Meadows","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.8174704,-119.7121918
"1462","Mustang Park Recreation Center","Public",1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,32.917467,-96.9776058
"1463","R.S. Kimbrough Middle School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.8189277,-96.6135442
"1464","Warren Sports Complex","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.1722492,-96.814903
"1465","Centerville Crossing","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32.8596183,-96.6423619
"1466","Aspen Ridge","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.4625341,-80.1325285
"1467","Forest Hills Park","Public",3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,28.0463131,-82.4652457
"1468","Jupiter River Estates","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.9770041,-80.1395881
"1469","Park Hill","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.5346975,-98.5784018
"1470","Isaac Litton Middle School","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,36.2273463,-86.723477
"1471","Pomperaug High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.499546,-73.161907
"1472","Pendleton Town Park","Public",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.1077272,-78.773657
"1473","Lincoln Tennis Center - Arena","Public",1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,33.820346,-84.1231942
"1474","Grantsville Elementary School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.5991687,-112.4674058
"1475","The Columns at Club Drive","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.9411526,-84.1352105
"1476","Chandler Grove","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.0932817,-83.9668751
"1477","The Villages at Freedom Green","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.7389528,-72.2117186
"1478","River Oaks Senior Mobile Home Community","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.1306828,-115.0583875
"1479","Courtside Condos","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.8361484,-72.4899065
"1480","Martin Luther King Park","Public",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.8671463,-122.505101
"1481","Summer Hills","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.6741442,-121.2947381
"1482","Campus Commons - Nepenthe","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.5635023,-121.417594
"1483","Riverglen / Coquina Lakes","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.3242199,-80.1654017
"1484","Club Lake Pointe","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.235274,-80.2925599
"1485","Marsh Harbour","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.1728096,-80.2670467
"1486","Woodscape","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.8637784,-78.6270905
"1487","Boca Isles North","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.3871796,-80.2146685
"1488","Village Walk of Wellington","Homeowners Community",6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,26.6420311,-80.1814198
"1489","Fort Caroline Club","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.3754669,-81.5860498
"1490","Creekside High School","Public",8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30.0774129,-81.5626717
"1491","Fernandina Beach High School","Public",8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.660055,-81.4470899
"1492","John Paul Stevens High School","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.44184,-98.6833835
"1493","Moon Area High School","Public",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.5132037,-80.221535
"1494","Kiwanis Park","Public",3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.8456968,-74.667913
"1495","Gazebo Apartments","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,36.1057571,-86.7240143
"1496","Barkley Square","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.0050628,-84.1222715
"1497","Colony Club","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.9103991,-73.3167887
"1498","Korman Communities Country Lights","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,40.1440509,-74.9347186
"1499","Jasmine at Winters Chapel","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.9231355,-84.2687094
"1500","Leeward Walk Swim & Tennis","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.0768254,-84.2056668
"1501","Vickery Spring","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.2013587,-84.2205369
"1502","West End Park Fairgrounds","Public",3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37.2193164,-77.422328
"1503","Fairmont On The Park","Homeowners Community",3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.003195,-83.8975883
"1504","Cross Creek Neighborhood","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.8165042,-84.4274318
"1505","Ashby Elementary School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.6786101,-71.8217897
